"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","sex","residence","age","housing","cards","liable","tele","foreign"
"446",0,"NoAccount",9,"terrible","edu",1244,"DM0-100","7+years",4,"female",4,41,"rent",2,1,"no","foreign"
"447",1,"<DM0",36,"poor","newcar",1842,"DM0-100","0-1year",4,"female",4,34,"own",1,1,"yes","foreign"
"448",0,"DM0-200",7,"poor","goods/repair",2576,"DM0-100","1-7years",2,"male",2,35,"own",1,1,"no","foreign"
"449",0,"DM200+",12,"poor","goods/repair",1424,"DM0-100","7+years",3,"female",4,55,"own",1,1,"yes","foreign"
"450",1,"DM0-200",15,"poor","goods/repair",1512,"DM1000+","1-7years",3,"male",3,61,"own",2,1,"no","foreign"
"451",0,"NoAccount",36,"terrible","usedcar",11054,"DM0-100","1-7years",4,"male",2,30,"own",1,1,"yes","foreign"
"452",0,"NoAccount",6,"poor","goods/repair",518,"DM0-100","1-7years",3,"female",1,29,"own",1,1,"no","foreign"
"453",0,"NoAccount",12,"good","goods/repair",2759,"DM0-100","7+years",2,"male",4,34,"own",2,1,"no","foreign"
"454",0,"NoAccount",24,"poor","usedcar",2670,"DM0-100","7+years",4,"male",4,35,"own",1,1,"yes","foreign"
"455",1,"<DM0",24,"poor","newcar",4817,"DM0-100","1-7years",2,"male",3,31,"own",1,1,"yes","foreign"
"456",0,"NoAccount",24,"poor","usedcar",2679,"DM0-100","0-1year",4,"female",1,29,"own",1,1,"yes","foreign"
"457",0,"<DM0",11,"terrible","newcar",3905,"DM0-100","1-7years",2,"male",2,36,"rent",2,2,"no","foreign"
"458",1,"<DM0",12,"poor","usedcar",3386,"DM0-100","7+years",3,"male",4,35,"forfree",1,1,"yes","foreign"
"459",0,"<DM0",6,"poor","goods/repair",343,"DM0-100","0-1year",4,"female",1,27,"own",1,1,"no","foreign"
"460",0,"NoAccount",18,"poor","goods/repair",4594,"DM0-100","0-1year",3,"male",2,32,"own",1,1,"yes","foreign"
"461",0,"<DM0",36,"poor","goods/repair",3620,"DM0-100","1-7years",1,"male",2,37,"own",1,2,"no","foreign"
"462",0,"<DM0",15,"poor","newcar",1721,"DM0-100","0-1year",2,"male",3,36,"own",1,1,"no","foreign"
"463",0,"DM0-200",12,"poor","goods/repair",3017,"DM0-100","0-1year",3,"female",1,34,"rent",1,1,"no","foreign"
"464",0,"DM0-200",12,"poor","edu",754,"DM0-100","7+years",4,"male",4,38,"own",2,1,"no","foreign"
"465",0,"NoAccount",18,"poor","biz",1950,"DM0-100","1-7years",4,"male",1,34,"own",2,1,"yes","foreign"
"466",0,"<DM0",24,"poor","usedcar",2924,"DM0-100","1-7years",3,"male",4,63,"own",1,2,"yes","foreign"
"467",1,"<DM0",24,"poor","goods/repair",1659,"DM0-100","0-1year",4,"female",2,29,"rent",1,1,"yes","foreign"
"468",0,"NoAccount",48,"poor","goods/repair",7238,"DM0-100","7+years",3,"male",3,32,"own",2,2,"no","foreign"
"469",0,"NoAccount",33,"poor","biz",2764,"DM0-100","1-7years",2,"female",2,26,"own",2,1,"yes","foreign"
"470",0,"NoAccount",24,"poor","usedcar",4679,"DM0-100","1-7years",3,"male",3,35,"own",2,1,"yes","foreign"
"471",1,"DM0-200",24,"poor","goods/repair",3092,"DM100-1000","0-1year",3,"male",2,22,"rent",1,1,"yes","foreign"
"472",1,"<DM0",6,"poor","edu",448,"DM0-100","0-1year",4,"female",4,23,"own",1,1,"no","foreign"
"473",1,"<DM0",9,"poor","newcar",654,"DM0-100","1-7years",4,"male",3,28,"own",1,1,"no","foreign"
"474",0,"NoAccount",6,"poor","edu",1238,"DM0-100","unemployed",4,"male",4,36,"own",1,2,"yes","foreign"
"475",1,"DM0-200",18,"terrible","goods/repair",1245,"DM0-100","1-7years",4,"male",2,33,"own",1,1,"no","foreign"
"476",1,"<DM0",18,"good","goods/repair",3114,"DM0-100","0-1year",1,"female",4,26,"rent",1,1,"no","foreign"
"477",0,"NoAccount",39,"poor","usedcar",2569,"DM100-1000","1-7years",4,"male",4,24,"own",1,1,"no","foreign"
"478",0,"DM200+",24,"poor","goods/repair",5152,"DM0-100","1-7years",4,"male",2,25,"own",1,1,"no","foreign"
"479",0,"DM0-200",12,"poor","biz",1037,"DM100-1000","1-7years",3,"male",4,39,"own",1,1,"no","foreign"
"480",0,"<DM0",15,"terrible","goods/repair",1478,"DM0-100","7+years",4,"male",4,44,"own",2,2,"yes","foreign"
"481",0,"DM0-200",12,"terrible","goods/repair",3573,"DM0-100","1-7years",1,"female",1,23,"own",1,1,"no","foreign"
"482",0,"DM0-200",24,"poor","newcar",1201,"DM0-100","0-1year",4,"male",1,26,"own",1,1,"no","foreign"
"483",0,"<DM0",30,"poor","goods/repair",3622,"DM1000+","7+years",4,"female",4,57,"rent",2,1,"yes","foreign"
"484",0,"NoAccount",15,"poor","goods/repair",960,"DM1000+","1-7years",3,"female",2,30,"own",2,1,"no","foreign"
"485",0,"NoAccount",12,"terrible","newcar",1163,"DM100-1000","1-7years",4,"male",4,44,"own",1,1,"yes","foreign"
"486",1,"DM0-200",6,"poor","newcar",1209,"DM0-100","unemployed",4,"male",4,47,"own",1,1,"yes","foreign"
"487",0,"NoAccount",12,"poor","goods/repair",3077,"DM0-100","1-7years",2,"male",4,52,"own",1,1,"yes","foreign"
"488",0,"NoAccount",24,"poor","newcar",3757,"DM0-100","7+years",4,"female",4,62,"forfree",1,1,"yes","foreign"
"489",0,"NoAccount",10,"poor","newcar",1418,"DM100-1000","1-7years",3,"male",2,35,"rent",1,1,"no","german"
"490",0,"NoAccount",6,"poor","newcar",3518,"DM0-100","1-7years",2,"male",3,26,"rent",1,1,"no","foreign"
"491",0,"NoAccount",12,"terrible","goods/repair",1934,"DM0-100","7+years",2,"male",2,26,"own",2,1,"no","foreign"
"492",1,"DM0-200",27,"good","biz",8318,"DM0-100","7+years",2,"female",4,42,"forfree",2,1,"yes","foreign"
"493",0,"NoAccount",6,"terrible","goods/repair",1237,"DM100-1000","1-7years",1,"female",1,27,"own",2,1,"no","foreign"
"494",0,"DM0-200",6,"poor","goods/repair",368,"DM0-100","7+years",4,"male",4,38,"own",1,1,"no","foreign"
"495",0,"<DM0",12,"terrible","newcar",2122,"DM0-100","1-7years",3,"male",2,39,"rent",2,2,"no","german"
"496",1,"<DM0",24,"poor","goods/repair",2996,"DM0-100","1-7years",2,"male",4,20,"own",1,1,"no","foreign"
"497",1,"DM0-200",36,"poor","goods/repair",9034,"DM100-1000","0-1year",4,"male",1,29,"rent",1,1,"yes","foreign"
"498",0,"NoAccount",24,"terrible","goods/repair",1585,"DM0-100","1-7years",4,"male",3,40,"own",2,1,"no","foreign"
"499",0,"DM0-200",18,"poor","goods/repair",1301,"DM0-100","7+years",4,"male",2,32,"own",1,1,"no","foreign"
"500",0,"DM200+",6,"terrible","newcar",1323,"DM100-1000","7+years",2,"male",4,28,"own",2,2,"yes","foreign"
"501",1,"<DM0",24,"poor","newcar",3123,"DM0-100","0-1year",4,"female",1,27,"own",1,1,"no","foreign"
"502",0,"<DM0",36,"poor","usedcar",5493,"DM0-100","7+years",2,"male",4,42,"forfree",1,2,"no","foreign"
"503",0,"DM200+",9,"poor","goods/repair",1126,"DM100-1000","7+years",2,"male",4,49,"own",1,1,"no","foreign"
"504",1,"DM0-200",24,"terrible","goods/repair",1216,"DM100-1000","0-1year",4,"male",4,38,"own",2,2,"no","foreign"
"505",1,"<DM0",24,"poor","newcar",1207,"DM0-100","0-1year",4,"female",4,24,"rent",1,1,"no","foreign"
"506",1,"NoAccount",10,"poor","newcar",1309,"DM0-100","1-7years",4,"male",4,27,"own",1,1,"no","foreign"
"507",0,"DM200+",15,"terrible","usedcar",2360,"DM100-1000","1-7years",2,"male",2,36,"own",1,1,"yes","foreign"
"508",1,"DM0-200",15,"good","newcar",6850,"DM100-1000","unemployed",1,"male",2,34,"own",1,2,"yes","foreign"
"509",0,"NoAccount",24,"poor","goods/repair",1413,"DM0-100","1-7years",4,"male",2,28,"own",1,1,"no","foreign"
"510",0,"NoAccount",39,"poor","usedcar",8588,"DM100-1000","7+years",4,"male",2,45,"own",1,1,"yes","foreign"
"511",1,"<DM0",12,"poor","newcar",759,"DM0-100","1-7years",4,"male",2,26,"own",1,1,"no","foreign"
"512",0,"NoAccount",36,"poor","usedcar",4686,"DM0-100","1-7years",2,"male",2,32,"forfree",1,1,"yes","foreign"
"513",0,"DM200+",15,"poor","biz",2687,"DM0-100","1-7years",2,"male",4,26,"rent",1,1,"yes","foreign"
"514",0,"DM0-200",12,"poor","goods/repair",585,"DM0-100","1-7years",4,"male",4,20,"rent",2,1,"no","foreign"
"515",0,"NoAccount",24,"poor","newcar",2255,"DM0-100","0-1year",4,"male",1,54,"own",1,1,"no","foreign"
"516",0,"<DM0",6,"terrible","newcar",609,"DM0-100","1-7years",4,"female",3,37,"own",2,1,"no","german"
"517",0,"<DM0",6,"terrible","newcar",1361,"DM0-100","0-1year",2,"male",4,40,"own",1,2,"no","german"
"518",1,"NoAccount",36,"terrible","goods/repair",7127,"DM0-100","0-1year",2,"female",4,23,"rent",2,1,"yes","foreign"
"519",0,"<DM0",6,"poor","newcar",1203,"DM100-1000","7+years",3,"male",2,43,"own",1,1,"yes","foreign"
"520",0,"NoAccount",6,"terrible","goods/repair",700,"DM0-100","7+years",4,"male",4,36,"forfree",2,1,"no","foreign"
"521",0,"NoAccount",24,"terrible","goods/repair",5507,"DM0-100","7+years",3,"male",4,44,"forfree",2,1,"no","foreign"
"522",1,"<DM0",18,"poor","goods/repair",3190,"DM0-100","1-7years",2,"female",2,24,"own",1,1,"no","foreign"
"523",1,"<DM0",48,"good","goods/repair",7119,"DM0-100","1-7years",3,"male",4,53,"forfree",2,2,"no","foreign"
"524",0,"NoAccount",24,"poor","usedcar",3488,"DM100-1000","1-7years",3,"female",4,23,"own",1,1,"no","foreign"
"525",0,"DM0-200",18,"poor","goods/repair",1113,"DM0-100","1-7years",4,"female",4,26,"own",1,2,"no","foreign"
"526",0,"DM0-200",26,"poor","usedcar",7966,"DM0-100","0-1year",2,"male",3,30,"own",2,1,"no","foreign"
"527",0,"NoAccount",15,"terrible","edu",1532,"DM100-1000","1-7years",4,"female",3,31,"own",1,1,"no","foreign"
"528",0,"NoAccount",4,"terrible","goods/repair",1503,"DM0-100","1-7years",2,"male",1,42,"own",2,2,"no","foreign"
"529",1,"<DM0",36,"poor","goods/repair",2302,"DM0-100","1-7years",4,"male",4,31,"rent",1,1,"no","foreign"
"530",0,"<DM0",6,"poor","newcar",662,"DM0-100","0-1year",3,"male",4,41,"own",1,2,"yes","foreign"
"531",0,"DM0-200",36,"poor","edu",2273,"DM0-100","1-7years",3,"male",1,32,"own",2,2,"no","foreign"
"532",1,"DM0-200",15,"poor","newcar",2631,"DM100-1000","1-7years",2,"female",4,28,"rent",2,1,"yes","foreign"
"533",0,"NoAccount",12,"poor","usedcar",1503,"DM0-100","1-7years",4,"male",4,41,"rent",1,1,"no","foreign"
"534",0,"NoAccount",24,"poor","goods/repair",1311,"DM100-1000","1-7years",4,"male",3,26,"own",1,1,"yes","foreign"
"535",0,"NoAccount",24,"poor","goods/repair",3105,"DM0-100","0-1year",4,"male",2,25,"own",2,1,"no","foreign"
"536",1,"DM200+",21,"terrible","edu",2319,"DM0-100","0-1year",2,"male",1,33,"rent",1,1,"no","foreign"
"537",0,"<DM0",6,"poor","newcar",1374,"DM0-100","unemployed",4,"female",3,75,"own",1,1,"yes","foreign"
"538",0,"DM0-200",18,"terrible","goods/repair",3612,"DM0-100","7+years",3,"female",4,37,"own",1,1,"yes","foreign"
"539",1,"<DM0",48,"poor","newcar",7763,"DM0-100","7+years",4,"male",4,42,"forfree",1,1,"no","foreign"
"540",0,"DM200+",18,"poor","goods/repair",3049,"DM0-100","0-1year",1,"female",1,45,"own",1,1,"no","foreign"
"541",1,"DM0-200",12,"poor","goods/repair",1534,"DM0-100","0-1year",1,"male",1,23,"rent",1,1,"no","foreign"
"542",0,"NoAccount",24,"poor","newcar",2032,"DM0-100","7+years",4,"male",4,60,"forfree",2,1,"yes","foreign"
"543",1,"<DM0",30,"poor","goods/repair",6350,"DM0-100","7+years",4,"male",4,31,"own",1,1,"no","foreign"
"544",1,"DM200+",18,"poor","goods/repair",2864,"DM0-100","1-7years",2,"male",1,34,"own",1,2,"no","foreign"
"545",0,"NoAccount",12,"terrible","newcar",1255,"DM0-100","7+years",4,"male",4,61,"own",2,1,"no","foreign"
"546",1,"<DM0",24,"poor","newcar",1333,"DM0-100","unemployed",4,"male",2,43,"forfree",2,2,"no","foreign"
"547",0,"NoAccount",24,"terrible","newcar",2022,"DM0-100","1-7years",4,"female",4,37,"own",1,1,"yes","foreign"
"548",0,"NoAccount",24,"poor","goods/repair",1552,"DM0-100","1-7years",3,"male",1,32,"own",1,2,"no","foreign"
"549",1,"<DM0",12,"good","goods/repair",626,"DM0-100","1-7years",4,"female",4,24,"own",1,1,"no","foreign"
"550",0,"NoAccount",48,"terrible","usedcar",8858,"DM0-100","1-7years",2,"male",1,35,"forfree",2,1,"yes","foreign"
"551",0,"NoAccount",12,"terrible","goods/repair",996,"DM0-100","1-7years",4,"female",4,23,"own",2,1,"no","foreign"
"552",0,"NoAccount",6,"good","goods/repair",1750,"DM100-1000","7+years",2,"male",4,45,"own",1,2,"no","foreign"
"553",1,"<DM0",48,"poor","goods/repair",6999,"DM0-100","1-7years",1,"male",1,34,"own",2,1,"yes","foreign"
"554",0,"DM0-200",12,"terrible","newcar",1995,"DM100-1000","0-1year",4,"male",1,27,"own",1,1,"no","foreign"
"555",0,"DM0-200",9,"poor","edu",1199,"DM0-100","1-7years",4,"female",4,67,"own",2,1,"yes","foreign"
"556",1,"DM0-200",12,"poor","goods/repair",1331,"DM0-100","0-1year",2,"male",1,22,"own",1,1,"no","foreign"
"557",1,"DM0-200",18,"good","newcar",2278,"DM100-1000","0-1year",3,"female",3,28,"own",2,1,"no","foreign"
"558",1,"NoAccount",21,"good","newcar",5003,"DM0-100","1-7years",1,"female",4,29,"own",2,1,"yes","foreign"
"559",1,"<DM0",24,"good","goods/repair",3552,"DM0-100","1-7years",3,"male",4,27,"own",1,1,"no","foreign"
"560",1,"DM0-200",18,"terrible","goods/repair",1928,"DM0-100","0-1year",2,"male",2,31,"own",2,1,"no","foreign"
"561",0,"<DM0",24,"poor","usedcar",2964,"DM0-100","7+years",4,"male",4,49,"forfree",1,2,"yes","foreign"
"562",1,"<DM0",24,"good","goods/repair",1546,"DM0-100","1-7years",4,"male",4,24,"rent",1,1,"no","foreign"
"563",0,"DM200+",6,"poor","goods/repair",683,"DM0-100","0-1year",2,"female",1,29,"own",1,1,"no","foreign"
"564",1,"DM0-200",36,"poor","newcar",12389,"DM0-100","1-7years",1,"male",4,37,"forfree",1,1,"yes","foreign"
"565",0,"DM0-200",24,"poor","biz",4712,"DM0-100","1-7years",4,"male",2,37,"own",2,1,"yes","foreign"
"566",0,"DM0-200",24,"poor","goods/repair",1553,"DM100-1000","1-7years",3,"female",2,23,"rent",2,1,"yes","foreign"
"567",1,"<DM0",12,"poor","newcar",1372,"DM0-100","1-7years",2,"male",3,36,"own",1,1,"no","foreign"
"568",0,"NoAccount",24,"terrible","goods/repair",2578,"DM1000+","7+years",2,"male",2,34,"own",1,1,"no","foreign"
"569",0,"DM0-200",48,"poor","goods/repair",3979,"DM0-100","1-7years",4,"male",1,41,"own",2,2,"yes","foreign"
"570",1,"<DM0",48,"poor","goods/repair",6758,"DM0-100","1-7years",3,"female",2,31,"own",1,1,"yes","foreign"
"571",1,"<DM0",24,"poor","goods/repair",3234,"DM0-100","0-1year",4,"female",4,23,"rent",1,1,"yes","foreign"
"572",0,"NoAccount",30,"terrible","goods/repair",5954,"DM0-100","1-7years",3,"male",2,38,"own",1,1,"no","foreign"
"573",0,"NoAccount",24,"poor","usedcar",5433,"DM0-100","unemployed",2,"female",4,26,"rent",1,1,"yes","foreign"
"574",0,"<DM0",15,"poor","biz",806,"DM0-100","1-7years",4,"female",4,22,"own",1,1,"no","foreign"
"575",0,"DM0-200",9,"poor","goods/repair",1082,"DM0-100","7+years",4,"male",4,27,"own",2,1,"no","foreign"
"576",0,"NoAccount",15,"terrible","goods/repair",2788,"DM0-100","1-7years",2,"female",3,24,"own",2,1,"no","foreign"
"577",0,"DM0-200",12,"poor","goods/repair",2930,"DM0-100","1-7years",2,"female",1,27,"own",1,1,"no","foreign"
"578",0,"NoAccount",24,"terrible","edu",1927,"DM0-100","1-7years",3,"female",2,33,"own",2,1,"yes","foreign"
"579",1,"DM0-200",36,"terrible","newcar",2820,"DM0-100","0-1year",4,"male",4,27,"own",2,1,"no","foreign"
"580",0,"NoAccount",24,"poor","edu",937,"DM0-100","0-1year",4,"male",3,27,"own",2,1,"no","foreign"
"581",1,"DM0-200",18,"terrible","newcar",1056,"DM0-100","7+years",3,"male",3,30,"own",2,1,"no","foreign"
"582",0,"DM0-200",12,"terrible","newcar",3124,"DM0-100","0-1year",1,"male",3,49,"own",2,2,"no","foreign"
"583",0,"NoAccount",9,"poor","goods/repair",1388,"DM0-100","1-7years",4,"female",2,26,"rent",1,1,"no","foreign"
"584",1,"DM0-200",36,"poor","goods/repair",2384,"DM0-100","0-1year",4,"male",1,33,"rent",1,1,"no","foreign"
"585",0,"NoAccount",12,"poor","newcar",2133,"DM0-100","7+years",4,"female",4,52,"forfree",1,1,"yes","foreign"
"586",1,"<DM0",18,"poor","goods/repair",2039,"DM0-100","1-7years",1,"female",4,20,"rent",1,1,"no","foreign"
"587",0,"<DM0",9,"terrible","newcar",2799,"DM0-100","1-7years",2,"male",2,36,"rent",2,2,"no","foreign"
"588",0,"<DM0",12,"poor","goods/repair",1289,"DM0-100","1-7years",4,"male",1,21,"own",1,1,"no","foreign"
"589",1,"<DM0",18,"poor","goods/repair",1217,"DM0-100","1-7years",4,"male",3,47,"own",1,1,"yes","foreign"
"590",1,"<DM0",12,"terrible","goods/repair",2246,"DM0-100","7+years",3,"male",3,60,"own",2,1,"no","foreign"
"591",0,"<DM0",12,"terrible","goods/repair",385,"DM0-100","1-7years",4,"female",3,58,"own",4,1,"yes","foreign"
"592",0,"DM0-200",24,"poor","newcar",1965,"DM0-100","1-7years",4,"female",4,42,"rent",2,1,"yes","foreign"
"593",0,"NoAccount",21,"poor","biz",1572,"DM1000+","7+years",4,"female",4,36,"own",1,1,"no","foreign"
"594",1,"DM0-200",24,"poor","newcar",2718,"DM0-100","1-7years",3,"female",4,20,"rent",1,1,"yes","foreign"
"595",1,"<DM0",24,"good","biz",1358,"DM0-100","7+years",4,"male",3,40,"own",1,1,"yes","foreign"
"596",1,"DM0-200",6,"good","newcar",931,"DM100-1000","0-1year",1,"female",1,32,"own",1,1,"no","foreign"
"597",1,"<DM0",24,"poor","newcar",1442,"DM0-100","1-7years",4,"female",4,23,"rent",2,1,"no","foreign"
"598",1,"DM0-200",24,"good","biz",4241,"DM0-100","1-7years",1,"male",4,36,"own",3,1,"yes","foreign"
"599",1,"NoAccount",18,"terrible","newcar",2775,"DM0-100","1-7years",2,"male",2,31,"own",2,1,"no","foreign"
"600",0,"NoAccount",24,"poor","biz",3863,"DM0-100","1-7years",1,"male",2,32,"forfree",1,1,"no","foreign"
"601",0,"DM0-200",7,"poor","goods/repair",2329,"DM0-100","0-1year",1,"female",1,45,"own",1,1,"no","foreign"
"602",1,"DM0-200",9,"poor","goods/repair",918,"DM0-100","1-7years",4,"female",1,30,"own",1,1,"no","foreign"
"603",1,"DM0-200",24,"good","edu",1837,"DM0-100","1-7years",4,"female",4,34,"forfree",1,1,"no","foreign"
"604",1,"NoAccount",36,"poor","goods/repair",3349,"DM0-100","1-7years",4,"female",2,28,"own",1,1,"yes","foreign"
"605",0,"DM200+",10,"poor","goods/repair",1275,"DM0-100","0-1year",4,"female",2,23,"own",1,1,"no","foreign"
"606",0,"<DM0",24,"good","goods/repair",2828,"DM100-1000","1-7years",4,"male",4,22,"own",1,1,"yes","foreign"
"607",0,"NoAccount",24,"terrible","biz",4526,"DM0-100","1-7years",3,"male",2,74,"own",1,1,"yes","foreign"
"608",1,"DM0-200",36,"poor","goods/repair",2671,"DM100-1000","1-7years",4,"female",4,50,"forfree",1,1,"no","foreign"
"609",0,"NoAccount",18,"poor","goods/repair",2051,"DM0-100","0-1year",4,"male",1,33,"own",1,1,"no","foreign"
"610",0,"NoAccount",15,"poor","usedcar",1300,"DM0-100","7+years",4,"male",4,45,"forfree",1,2,"no","foreign"
"611",1,"<DM0",12,"poor","goods/repair",741,"DM100-1000","unemployed",4,"female",3,22,"own",1,1,"no","foreign"
"612",1,"DM200+",10,"poor","newcar",1240,"DM100-1000","7+years",1,"female",4,48,"forfree",1,2,"no","foreign"
"613",0,"<DM0",21,"poor","goods/repair",3357,"DM1000+","0-1year",4,"female",2,29,"own",1,1,"no","foreign"
"614",0,"<DM0",24,"good","usedcar",3632,"DM0-100","1-7years",1,"female",4,22,"rent",1,1,"no","german"
"615",1,"NoAccount",18,"poor","goods/repair",1808,"DM0-100","1-7years",4,"female",1,22,"own",1,1,"no","foreign"
"616",0,"DM0-200",48,"good","biz",12204,"DM0-100","1-7years",2,"male",2,48,"own",1,1,"yes","foreign"
"617",0,"DM0-200",60,"poor","goods/repair",9157,"DM0-100","1-7years",2,"male",2,27,"forfree",1,1,"no","foreign"
"618",0,"<DM0",6,"terrible","newcar",3676,"DM0-100","1-7years",1,"male",3,37,"rent",3,2,"no","foreign"
"619",1,"DM0-200",30,"poor","goods/repair",3441,"DM100-1000","1-7years",2,"female",4,21,"rent",1,1,"no","foreign"
"620",0,"NoAccount",12,"poor","newcar",640,"DM0-100","1-7years",4,"male",2,49,"own",1,1,"no","foreign"
"621",0,"DM0-200",21,"terrible","biz",3652,"DM0-100","1-7years",2,"male",3,27,"own",2,1,"no","foreign"
"622",1,"NoAccount",18,"terrible","newcar",1530,"DM0-100","1-7years",3,"male",2,32,"own",2,1,"no","foreign"
"623",1,"NoAccount",48,"poor","biz",3914,"DM0-100","1-7years",4,"male",2,38,"own",1,1,"no","foreign"
"624",0,"<DM0",12,"poor","goods/repair",1858,"DM0-100","0-1year",4,"female",1,22,"rent",1,1,"no","foreign"
"625",1,"<DM0",18,"poor","goods/repair",2600,"DM0-100","1-7years",4,"male",4,65,"forfree",2,1,"no","foreign"
"626",0,"NoAccount",15,"poor","goods/repair",1979,"DM0-100","7+years",4,"male",2,35,"own",1,1,"no","foreign"
"627",0,"DM200+",6,"poor","goods/repair",2116,"DM0-100","1-7years",2,"male",2,41,"own",1,1,"yes","foreign"
"628",1,"DM0-200",9,"good","newcar",1437,"DM100-1000","1-7years",2,"male",3,29,"own",1,1,"no","foreign"
"629",0,"NoAccount",42,"terrible","goods/repair",4042,"DM100-1000","1-7years",4,"male",4,36,"own",2,1,"yes","foreign"
"630",0,"NoAccount",9,"poor","edu",3832,"DM0-100","7+years",1,"male",4,64,"own",1,1,"no","foreign"
"631",0,"<DM0",24,"poor","goods/repair",3660,"DM0-100","1-7years",2,"female",4,28,"own",1,1,"no","foreign"
"632",1,"<DM0",18,"good","goods/repair",1553,"DM0-100","1-7years",4,"male",3,44,"own",1,1,"no","foreign"
"633",0,"DM0-200",15,"poor","goods/repair",1444,"DM0-100","0-1year",4,"male",1,23,"own",1,1,"no","foreign"
"634",1,"NoAccount",9,"poor","goods/repair",1980,"DM0-100","0-1year",2,"female",2,19,"rent",2,1,"no","foreign"
"635",1,"DM0-200",24,"poor","newcar",1355,"DM0-100","0-1year",3,"female",4,25,"own",1,1,"yes","foreign"
"636",0,"NoAccount",12,"poor","edu",1393,"DM0-100","7+years",4,"male",4,47,"own",3,2,"yes","foreign"
"637",0,"NoAccount",24,"poor","goods/repair",1376,"DM100-1000","1-7years",4,"female",1,28,"own",1,1,"no","foreign"
"638",0,"NoAccount",60,"poor","goods/repair",15653,"DM0-100","1-7years",2,"male",4,21,"own",2,1,"yes","foreign"
"639",0,"NoAccount",12,"poor","goods/repair",1493,"DM0-100","0-1year",4,"female",3,34,"own",1,2,"no","foreign"
"640",1,"<DM0",42,"poor","goods/repair",4370,"DM0-100","1-7years",3,"male",2,26,"own",2,2,"yes","foreign"
"641",1,"<DM0",18,"poor","edu",750,"DM0-100","unemployed",4,"female",1,27,"own",1,1,"no","foreign"
"642",0,"DM0-200",15,"poor","goods/repair",1308,"DM0-100","7+years",4,"male",4,38,"own",2,1,"no","foreign"
"643",1,"NoAccount",15,"poor","edu",4623,"DM100-1000","1-7years",3,"male",2,40,"own",1,1,"yes","foreign"
"644",0,"NoAccount",24,"terrible","goods/repair",1851,"DM0-100","1-7years",4,"male",2,33,"own",2,1,"yes","foreign"
"645",0,"<DM0",18,"terrible","goods/repair",1880,"DM0-100","1-7years",4,"male",1,32,"own",2,1,"yes","foreign"
"646",1,"NoAccount",36,"poor","biz",7980,"DM0-100","0-1year",4,"male",4,27,"rent",2,1,"yes","foreign"
"647",0,"<DM0",30,"good","goods/repair",4583,"DM0-100","1-7years",2,"male",2,32,"own",2,1,"no","foreign"
"648",1,"NoAccount",12,"poor","newcar",1386,"DM100-1000","1-7years",2,"female",2,26,"own",1,1,"no","foreign"
"649",1,"DM200+",24,"poor","newcar",947,"DM0-100","1-7years",4,"male",3,38,"forfree",1,2,"no","foreign"
"650",1,"<DM0",12,"poor","edu",684,"DM0-100","1-7years",4,"male",4,40,"rent",1,2,"no","foreign"
"651",0,"<DM0",48,"poor","edu",7476,"DM0-100","1-7years",4,"male",1,50,"forfree",1,1,"yes","foreign"
"652",1,"DM0-200",12,"poor","goods/repair",1922,"DM0-100","1-7years",4,"male",2,37,"own",1,1,"no","foreign"
"653",1,"<DM0",24,"poor","newcar",2303,"DM0-100","7+years",4,"male",1,45,"own",1,1,"no","foreign"
"654",1,"DM0-200",36,"poor","newcar",8086,"DM100-1000","7+years",2,"male",4,42,"own",4,1,"yes","foreign"
"655",0,"NoAccount",24,"terrible","usedcar",2346,"DM0-100","1-7years",4,"male",3,35,"own",2,1,"yes","foreign"
"656",0,"<DM0",14,"poor","newcar",3973,"DM0-100","unemployed",1,"male",4,22,"forfree",1,1,"no","foreign"
"657",1,"DM0-200",12,"poor","newcar",888,"DM0-100","7+years",4,"male",4,41,"own",1,2,"no","foreign"
"658",0,"NoAccount",48,"poor","goods/repair",10222,"DM0-100","1-7years",4,"male",3,37,"own",1,1,"yes","foreign"
"659",0,"DM0-200",30,"good","biz",4221,"DM0-100","1-7years",2,"female",1,28,"own",2,1,"no","foreign"
"660",0,"DM0-200",18,"terrible","goods/repair",6361,"DM0-100","7+years",2,"male",1,41,"own",1,1,"yes","foreign"
"661",0,"DM200+",12,"poor","goods/repair",1297,"DM0-100","1-7years",3,"male",4,23,"rent",1,1,"no","foreign"
"662",1,"<DM0",12,"poor","newcar",900,"DM0-100","1-7years",4,"male",2,23,"own",1,1,"no","foreign"
"663",0,"NoAccount",21,"poor","goods/repair",2241,"DM0-100","7+years",4,"male",2,50,"own",2,1,"no","foreign"
"664",0,"DM0-200",6,"poor","goods/repair",1050,"DM0-100","unemployed",4,"male",1,35,"own",2,1,"yes","foreign"
"665",0,"DM200+",6,"terrible","edu",1047,"DM0-100","1-7years",2,"female",4,50,"own",1,1,"no","foreign"
"666",0,"NoAccount",24,"terrible","biz",6314,"DM0-100","unemployed",4,"male",2,27,"own",2,1,"yes","foreign"
"667",0,"DM0-200",30,"good","goods/repair",3496,"DM1000+","1-7years",4,"male",2,34,"own",1,2,"yes","foreign"
"668",0,"NoAccount",48,"good","biz",3609,"DM0-100","1-7years",1,"female",1,27,"own",1,1,"no","foreign"
"669",1,"<DM0",12,"terrible","newcar",4843,"DM0-100","7+years",3,"male",4,43,"rent",2,1,"yes","foreign"
